id_commune;commune_gironde;;kilometrage_bordeaux;frais_livraison_euros;;
451;Saint-Sauveur;Saint-Sauveur;51;35,09;('Saint-Sauveur', 51, 35.09),;('Saint-Sauveur', 51, 35.09),
452;Saint-Sauveur-de-Puynormand;Saint-Sauveur-de-Puynormand;65;43,35;('Saint-Sauveur-de-Puynormand', 65, 43.35),;('Saint-Sauveur-de-Puynormand', 65, 43.35),
453;Saint-Savin;Saint-Savin;46;32,14;('Saint-Savin', 46, 32.14),;('Saint-Savin', 46, 32.14),
454;Saint-Selve;Saint-Selve;27;20,93;('Saint-Selve', 27, 20.93),;('Saint-Selve', 27, 20.93),
455;Saint-Seurin-de-Bourg;Saint-Seurin-de-Bourg;42;29,78;('Saint-Seurin-de-Bourg', 42, 29.78),;('Saint-Seurin-de-Bourg', 42, 29.78),
456;Saint-Seurin-de-Cadourne;Saint-Seurin-de-Cadourne;64;42,76;('Saint-Seurin-de-Cadourne', 64, 42.76),;('Saint-Seurin-de-Cadourne', 64, 42.76),
457;Saint-Seurin-de-Cursac;Saint-Seurin-de-Cursac;52;35,68;('Saint-Seurin-de-Cursac', 52, 35.68),;('Saint-Seurin-de-Cursac', 52, 35.68),
458;Saint-Seurin-sur-l'Isle;Saint-Seurin-sur-l'Isle;65;43,35;('Saint-Seurin-sur-l'Isle', 65, 43.35),;('Saint-Seurin-sur-l''Isle', 65, 43.35),
459;Saint-Sève;Saint-Sève;80;52,2;('Saint-Sève', 80, 52.2),;('Saint-Sève', 80, 52.2),
460;Saint-Sulpice-de-Faleyrens;Saint-Sulpice-de-Faleyrens;42;29,78;('Saint-Sulpice-de-Faleyrens', 42, 29.78),;('Saint-Sulpice-de-Faleyrens', 42, 29.78),
461;Saint-Sulpice-de-Guilleragues;Saint-Sulpice-de-Guilleragues;86;55,74;('Saint-Sulpice-de-Guilleragues', 86, 55.74),;('Saint-Sulpice-de-Guilleragues', 86, 55.74),
462;Saint-Sulpice-de-Pommiers;Saint-Sulpice-de-Pommiers;68;45,12;('Saint-Sulpice-de-Pommiers', 68, 45.12),;('Saint-Sulpice-de-Pommiers', 68, 45.12),
463;Saint-Sulpice-et-Cameyrac;Saint-Sulpice-et-Cameyrac;11;11,49;('Saint-Sulpice-et-Cameyrac', 11, 11.49),;('Saint-Sulpice-et-Cameyrac', 11, 11.49),
464;Saint-Symphorien;Saint-Symphorien;62;41,58;('Saint-Symphorien', 62, 41.58),;('Saint-Symphorien', 62, 41.58),
465;Saint-Trojan;Saint-Trojan;45;31,55;('Saint-Trojan', 45, 31.55),;('Saint-Trojan', 45, 31.55),
466;Saint-Vincent-de-Paul;Saint-Vincent-de-Paul;20;16,8;('Saint-Vincent-de-Paul', 20, 16.8),;('Saint-Vincent-de-Paul', 20, 16.8),
467;Saint-Vincent-de-Pertignas ;Saint-Vincent-de-Pertignas;42;29,78;('Saint-Vincent-de-Pertignas ', 42, 29.78),;('Saint-Vincent-de-Pertignas', 42, 29.78),
468;Saint-Vivien-de-Blaye;Saint-Vivien-de-Blaye;39;28,01;('Saint-Vivien-de-Blaye', 39, 28.01),;('Saint-Vivien-de-Blaye', 39, 28.01),
469;Saint-Vivien-de-Médoc;Saint-Vivien-de-Médoc;84;54,56;('Saint-Vivien-de-Médoc', 84, 54.56),;('Saint-Vivien-de-Médoc', 84, 54.56),
470;Saint-Vivien-de-Monségur;Saint-Vivien-de-Monségur;72;47,48;('Saint-Vivien-de-Monségur', 72, 47.48),;('Saint-Vivien-de-Monségur', 72, 47.48),
471;Saint-Yzan-de-Soudiac;Saint-Yzan-de-Soudiac;43;30,37;('Saint-Yzan-de-Soudiac', 43, 30.37),;('Saint-Yzan-de-Soudiac', 43, 30.37),
472;Saint-Yzans-de-Médoc;Saint-Yzans-de-Médoc;68;45,12;('Saint-Yzans-de-Médoc', 68, 45.12),;('Saint-Yzans-de-Médoc', 68, 45.12),
473;Sainte-Colombe;Sainte-Colombe;56;38,04;('Sainte-Colombe', 56, 38.04),;('Sainte-Colombe', 56, 38.04),
474;Sainte-Croix-du-Mont;Sainte-Croix-du-Mont;46;32,14;('Sainte-Croix-du-Mont', 46, 32.14),;('Sainte-Croix-du-Mont', 46, 32.14),
475;Sainte-Eulalie;Sainte-Eulalie;15;13,85;('Sainte-Eulalie', 15, 13.85),;('Sainte-Eulalie', 15, 13.85),
476;Sainte-Florence;Sainte-Florence;39;28,01;('Sainte-Florence', 39, 28.01),;('Sainte-Florence', 39, 28.01),
477;Sainte-Foy-la-Grande;Sainte-Foy-la-Grande;71;46,89;('Sainte-Foy-la-Grande', 71, 46.89),;('Sainte-Foy-la-Grande', 71, 46.89),
478;Sainte-Foy-la-Longue;Sainte-Foy-la-Longue;62;41,58;('Sainte-Foy-la-Longue', 62, 41.58),;('Sainte-Foy-la-Longue', 62, 41.58),
479;Sainte-Gemme;Sainte-Gemme;57;38,63;('Sainte-Gemme', 57, 38.63),;('Sainte-Gemme', 57, 38.63),
480;Sainte-Hélène;Sainte-Hélène;30;22,7;('Sainte-Hélène', 30, 22.7),;('Sainte-Hélène', 30, 22.7),
481;Sainte-Radegonde;Sainte-Radegonde;60;40,4;('Sainte-Radegonde', 60, 40.4),;('Sainte-Radegonde', 60, 40.4),
482;Sainte-Terre;Sainte-Terre;53;36,27;('Sainte-Terre', 53, 36.27),;('Sainte-Terre', 53, 36.27),
483;Salaunes;Salaunes;24;19,16;('Salaunes', 24, 19.16),;('Salaunes', 24, 19.16),
484;Sallebœuf;Sallebœuf;18;15,62;('Sallebœuf', 18, 15.62),;('Sallebœuf', 18, 15.62),
485;Salles;Salles;48;33,32;('Salles', 48, 33.32),;('Salles', 48, 33.32),
486;Samonac;Samonac;40;28,6;('Samonac', 40, 28.6),;('Samonac', 40, 28.6),
487;Saucats;Saucats;23;18,57;('Saucats', 23, 18.57),;('Saucats', 23, 18.57),
488;Saugon;Saugon;48;33,32;('Saugon', 48, 33.32),;('Saugon', 48, 33.32),
489;Saumos;Saumos;39;28,01;('Saumos', 39, 28.01),;('Saumos', 39, 28.01),
490;Sauternes;Sauternes;56;38,04;('Sauternes', 56, 38.04),;('Sauternes', 56, 38.04),
491;Sauveterre-de-Guyenne;Sauveterre-de-Guyenne;63;42,17;('Sauveterre-de-Guyenne', 63, 42.17),;('Sauveterre-de-Guyenne', 63, 42.17),
492;Sauviac;Sauviac;74;48,66;('Sauviac', 74, 48.66),;('Sauviac', 74, 48.66),
493;Savignac;Savignac;62;41,58;('Savignac', 62, 41.58),;('Savignac', 62, 41.58),
494;Savignac-de-l'Isle;Savignac-de-l'Isle;49;33,91;('Savignac-de-l'Isle', 49, 33.91),;('Savignac-de-l''Isle', 49, 33.91),
495;Semens;Semens;52;35,68;('Semens', 52, 35.68),;('Semens', 52, 35.68),
496;Sendets;Sendets;70;46,3;('Sendets', 70, 46.3),;('Sendets', 70, 46.3),
497;Sigalens;Sigalens;76;49,84;('Sigalens', 76, 49.84),;('Sigalens', 76, 49.84),
498;Sillas;Sillas;77;50,43;('Sillas', 77, 50.43),;('Sillas', 77, 50.43),
499;Soulac-sur-Mer;Soulac-sur-Mer;94;60,46;('Soulac-sur-Mer', 94, 60.46),;('Soulac-sur-Mer', 94, 60.46),
500;Soulignac;Soulignac;38;27,42;('Soulignac', 38, 27.42),;('Soulignac', 38, 27.42),
501;Soussac;Soussac;71;46,89;('Soussac', 71, 46.89),;('Soussac', 71, 46.89),
502;Soussans;Soussans;37;26,83;('Soussans', 37, 26.83),;('Soussans', 37, 26.83),
503;Tabanac;Tabanac;25;19,75;('Tabanac', 25, 19.75),;('Tabanac', 25, 19.75),
504;Taillecavat;Taillecavat;96;61,64;('Taillecavat', 96, 61.64),;('Taillecavat', 96, 61.64),
505;Talais;Talais;87;56,33;('Talais', 87, 56.33),;('Talais', 87, 56.33),
506;Talence;Talence;6;8,54;('Talence', 6, 8.54),;('Talence', 6, 8.54),
507;Targon;Targon;36;26,24;('Targon', 36, 26.24),;('Targon', 36, 26.24),
508;Tarnès;Tarnès;31;23,29;('Tarnès', 31, 23.29),;('Tarnès', 31, 23.29),
509;Tauriac;Tauriac;36;26,24;('Tauriac', 36, 26.24),;('Tauriac', 36, 26.24),
510;Tayac;Tayac;69;45,71;('Tayac', 69, 45.71),;('Tayac', 69, 45.71),
511;Teuillac;Teuillac;42;29,78;('Teuillac', 42, 29.78),;('Teuillac', 42, 29.78),
512;Tizac-de-Curton;Tizac-de-Curton;32;23,88;('Tizac-de-Curton', 32, 23.88),;('Tizac-de-Curton', 32, 23.88),
513;Tizac-de-Lapouyade;Tizac-de-Lapouyade;43;30,37;('Tizac-de-Lapouyade', 43, 30.37),;('Tizac-de-Lapouyade', 43, 30.37),
514;Toulenne;Toulenne;50;34,5;('Toulenne', 50, 34.5),;('Toulenne', 50, 34.5),
515;Tresses;Tresses;12;12,08;('Tresses', 12, 12.08),;('Tresses', 12, 12.08),
516;Uzeste;Uzeste;62;41,58;('Uzeste', 62, 41.58),;('Uzeste', 62, 41.58),
517;Val de Virvée;Val de Virvée;30;22,7;('Val de Virvée', 30, 22.7),;('Val de Virvée', 30, 22.7),
518;Val-de-Livenne;Val-de-Livenne;62;41,58;('Val-de-Livenne', 62, 41.58),;('Val-de-Livenne', 62, 41.58),
519;Valeyrac;Valeyrac;77;50,43;('Valeyrac', 77, 50.43),;('Valeyrac', 77, 50.43),
520;Vayres;Vayres;29;22,11;('Vayres', 29, 22.11),;('Vayres', 29, 22.11),
521;Vendays-Montalivet;Vendays-Montalivet;81;52,79;('Vendays-Montalivet', 81, 52.79),;('Vendays-Montalivet', 81, 52.79),
522;Vensac;Vensac;78;51,02;('Vensac', 78, 51.02),;('Vensac', 78, 51.02),
523;Vérac;Vérac;33;24,47;('Vérac', 33, 24.47),;('Vérac', 33, 24.47),
524;Verdelais;Verdelais;52;35,68;('Verdelais', 52, 35.68),;('Verdelais', 52, 35.68),
525;Vertheuil;Vertheuil;57;38,63;('Vertheuil', 57, 38.63),;('Vertheuil', 57, 38.63),
526;Vignonet;Vignonet;45;31,55;('Vignonet', 45, 31.55),;('Vignonet', 45, 31.55),
527;Villandraut;Villandraut;57;38,63;('Villandraut', 57, 38.63),;('Villandraut', 57, 38.63),
528;Villegouge;Villegouge;36;26,24;('Villegouge', 36, 26.24),;('Villegouge', 36, 26.24),
529;Villenave-d'Ornon;Villenave-d'Ornon;8;9,72;('Villenave-d'Ornon', 8, 9.72),;('Villenave-d''Ornon', 8, 9.72),
530;Villenave-de-Rions;Villenave-de-Rions;32;23,88;('Villenave-de-Rions', 32, 23.88),;('Villenave-de-Rions', 32, 23.88),
531;Villeneuve;Villeneuve;48;33,32;('Villeneuve', 48, 33.32),;('Villeneuve', 48, 33.32),
532;Virelade;Virelade;33;24,47;('Virelade', 33, 24.47),;('Virelade', 33, 24.47),
533;Virsac;Virsac;29;22,11;('Virsac', 29, 22.11),;('Virsac', 29, 22.11),
534;Yvrac;Yvrac;15;13,85;('Yvrac', 15, 13.85),;('Yvrac', 15, 13.85),
